Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
26,1.05,9.880,9,0.90,-10.00,900051,0.177,9.728,-1.716,
27,1.05,9.140,10,0.90,-11.00,900051,0.164,8.971,-1.744,
28,1.06,8.428,11,0.90,-12.00,900051,0.151,8.242,-1.752,
29,1.06,7.836,8,0.90,-13.00,900051,0.141,7.634,-1.763,
30,1.07,7.284,8,0.90,-14.00,900051,0.132,7.066,-1.762,
31,1.08,6.832,9,0.90,-15.00,900051,0.123,6.598,-1.768,
32,1.08,6.428,9,0.90,-16.00,900051,0.116,6.178,-1.772,
1,1.09,41.456,9,1.08,15.00,900051,0.762,40.036,10.730,
2,1.10,36.560,26,1.08,14.00,900051,0.675,35.468,8.845,
3,1.10,36.368,20,1.08,13.00,900051,0.680,35.429,8.181,
4,1.11,36.228,23,1.08,12.00,900051,0.680,35.430,7.532,
5,1.11,36.088,19,1.08,11.00,900051,0.686,35.418,6.886,
6,1.12,35.900,19,1.08,10.00,900051,0.685,35.348,6.234,
7,1.13,35.880,65,1.08,9.00,900051,0.693,35.431,5.613,
8,1.13,35.808,63,1.08,8.00,900051,0.699,35.453,4.984,
9,1.14,35.736,66,1.08,7.00,900051,0.699,35.463,4.355,
10,1.14,35.696,68,1.08,6.00,900051,0.706,35.493,3.731,
11,1.14,35.640,50,1.08,5.00,900051,0.700,35.497,3.106,
12,1.15,35.612,44,1.08,4.00,900051,0.713,35.518,2.484,
13,1.16,35.592,44,1.08,3.00,900051,0.713,35.536,1.863,
14,1.16,35.216,10,1.08,2.00,900051,0.712,35.187,1.229,
15,1.17,35.472,14,1.08,1.00,900051,0.718,35.459,0.619,
16,1.17,35.536,25,1.08,0.00,900051,0.726,35.529,0.000,
17,1.18,35.432,25,1.08,-1.00,900051,0.723,35.419,-0.618,
18,1.19,35.016,14,1.08,-2.00,900051,0.721,34.987,-1.222,
19,1.19,9.524,4,1.08,-3.00,900051,0.198,9.509,-0.498,
20,1.20,9.744,4,1.08,-4.00,900051,0.202,9.718,-0.680,
21,1.20,9.648,1,1.08,-5.00,900051,0.201,9.609,-0.841,
22,1.21,9.660,1,1.08,-6.00,900051,0.201,9.605,-1.010,
23,1.21,9.672,1,1.08,-7.00,900051,0.203,9.598,-1.179,
24,1.22,9.648,0,1.08,-8.00,900051,0.202,9.552,-1.343,
25,1.22,9.636,0,1.08,-9.00,900051,0.203,9.515,-1.507,
26,1.23,9.900,6,1.08,-10.00,900051,0.208,9.747,-1.719,
27,1.23,9.140,19,1.08,-11.00,900051,0.193,8.970,-1.744,
28,1.24,8.432,12,1.08,-12.00,900051,0.177,8.246,-1.753,
29,1.24,7.828,8,1.08,-13.00,900051,0.165,7.626,-1.761,
30,1.25,7.288,8,1.08,-14.00,900051,0.154,7.070,-1.763,
31,1.26,6.840,9,1.08,-15.00,900051,0.144,6.605,-1.770,
32,1.26,6.432,9,1.08,-16.00,900051,0.136,6.181,-1.773,
1,1.09,41.456,9,1.08,15.00,900051,0.762,40.036,10.730,
2,1.10,36.560,26,1.08,14.00,900051,0.675,35.468,8.845,
3,1.10,36.368,20,1.08,13.00,900051,0.680,35.429,8.181,
4,1.11,36.228,23,1.08,12.00,900051,0.680,35.430,7.532,
5,1.11,36.088,19,1.08,11.00,900051,0.686,35.418,6.886,
6,1.12,35.900,19,1.08,10.00,900051,0.685,35.348,6.234,
7,1.13,35.880,65,1.08,9.00,900051,0.693,35.431,5.613,
8,1.13,35.808,63,1.08,8.00,900051,0.699,35.453,4.984,
9,1.14,35.736,66,1.08,7.00,900051,0.699,35.463,4.355,
10,1.14,35.696,68,1.08,6.00,900051,0.706,35.493,3.731,
11,1.14,35.640,50,1.08,5.00,900051,0.700,35.497,3.106,
12,1.15,35.612,44,1.08,4.00,900051,0.713,35.518,2.484,
13,1.16,35.592,44,1.08,3.00,900051,0.713,35.536,1.863,
14,1.16,35.216,10,1.08,2.00,900051,0.712,35.187,1.229,
15,1.17,35.472,14,1.08,1.00,900051,0.718,35.459,0.619,
16,1.17,35.536,25,1.08,0.00,900051,0.726,35.529,0.000,
17,1.18,35.432,25,1.08,-1.00,900051,0.723,35.419,-0.618,
18,1.19,21.740,3,1.08,-2.00,900051,0.447,21.722,-0.759,
19,1.19,9.524,4,1.08,-3.00,900051,0.198,9.509,-0.498,
20,1.20,9.744,4,1.08,-4.00,900051,0.202,9.718,-0.680,
21,1.20,9.648,1,1.08,-5.00,900051,0.201,9.609,-0.841,
22,1.21,9.660,1,1.08,-6.00,900051,0.201,9.605,-1.010,
23,1.21,9.672,1,1.08,-7.00,900051,0.203,9.598,-1.179,
24,1.22,9.648,0,1.08,-8.00,900051,0.202,9.552,-1.343,
25,1.22,9.636,0,1.08,-9.00,900051,0.203,9.515,-1.507,
26,1.23,9.900,6,1.08,-10.00,900051,0.208,9.747,-1.719,
27,1.23,9.140,19,1.08,-11.00,900051,0.193,8.970,-1.744,
28,1.24,8.432,12,1.08,-12.00,900051,0.177,8.246,-1.753,
29,1.24,7.828,8,1.08,-13.00,900051,0.165,7.626,-1.761,
30,1.25,7.288,8,1.08,-14.00,900051,0.154,7.070,-1.763,
31,1.26,6.840,9,1.08,-15.00,900051,0.144,6.605,-1.770,
32,1.26,6.432,9,1.08,-16.00,900051,0.136,6.181,-1.773,
1,1.27,41.464,9,1.26,15.00,900051,0.888,40.041,10.732,
2,1.28,36.752,5,1.26,14.00,900051,0.790,35.652,8.891,
3,1.28,39.292,9,1.26,13.00,900051,0.855,38.275,8.839,
4,1.29,38.216,6,1.26,12.00,900051,0.835,37.372,7.946,
5,1.29,37.096,8,1.26,11.00,900051,0.820,36.405,7.078,
6,1.30,35.808,11,1.26,10.00,900051,0.794,35.255,6.218,
7,1.31,35.888,42,1.26,9.00,900051,0.804,35.437,5.614,
8,1.31,35.816,40,1.26,8.00,900051,0.811,35.458,4.985,
9,1.32,35.752,68,1.26,7.00,900051,0.811,35.476,4.357,
10,1.32,35.700,70,1.26,6.00,900051,0.818,35.495,3.732,
11,1.32,35.696,47,1.26,5.00,900051,0.813,35.551,3.111,
12,1.33,35.720,53,1.26,4.00,900051,0.827,35.623,2.492,
13,1.34,35.784,70,1.26,3.00,900051,0.829,35.725,1.873,
14,1.34,35.240,8,1.26,2.00,900051,0.824,35.209,1.230,
15,1.35,35.576,104,1.26,1.00,900051,0.832,35.561,0.621,
16,1.35,35.604,82,1.26,0.00,900051,0.839,35.594,0.000,
17,1.36,35.548,45,1.26,-1.00,900051,0.837,35.533,-0.620,
18,1.37,35.024,16,1.26,-2.00,900051,0.831,34.993,-1.222,
19,1.37,9.464,5,1.26,-3.00,900051,0.226,9.448,-0.495,
20,1.38,29.132,1,1.26,-4.00,900051,0.695,29.053,-2.032,
21,1.38,9.492,1,1.26,-5.00,900051,0.228,9.453,-0.827,
22,1.39,9.532,2,1.26,-6.00,900051,0.228,9.477,-0.996,
23,1.39,9.544,1,1.26,-7.00,900051,0.230,9.470,-1.163,
24,1.40,9.504,0,1.26,-8.00,900051,0.228,9.409,-1.323,
25,1.40,9.504,0,1.26,-9.00,900051,0.229,9.384,-1.487,
26,1.41,9.840,11,1.26,-10.00,900051,0.237,9.688,-1.709,
27,1.41,9.008,25,1.26,-11.00,900051,0.218,8.840,-1.719,
28,1.42,8.432,12,1.26,-12.00,900051,0.203,8.245,-1.753,
29,1.42,7.836,8,1.26,-13.00,900051,0.189,7.633,-1.763,
30,1.43,7.292,8,1.26,-14.00,900051,0.177,7.073,-1.764,
31,1.44,6.832,9,1.26,-15.00,900051,0.165,6.597,-1.768,
32,1.44,6.424,10,1.26,-16.00,900051,0.155,6.173,-1.771,
1,1.27,41.464,9,1.26,15.00,900051,0.888,40.041,10.732,
2,1.28,36.752,5,1.26,14.00,900051,0.790,35.652,8.891,
3,1.28,36.400,1,1.26,13.00,900051,0.792,35.458,8.188,
4,1.29,38.216,6,1.26,12.00,900051,0.835,37.372,7.946,
5,1.29,37.096,8,1.26,11.00,900051,0.820,36.405,7.078,
6,1.30,35.808,11,1.26,10.00,900051,0.794,35.255,6.218,
7,1.31,35.888,42,1.26,9.00,900051,0.804,35.437,5.614,
8,1.31,35.816,40,1.26,8.00,900051,0.811,35.458,4.985,
9,1.32,35.752,68,1.26,7.00,900051,0.811,35.476,4.357,
10,1.32,35.700,70,1.26,6.00,900051,0.818,35.495,3.732,
11,1.32,35.696,47,1.26,5.00,900051,0.813,35.551,3.111,
12,1.33,35.720,53,1.26,4.00,900051,0.827,35.623,2.492,
13,1.34,35.784,70,1.26,3.00,900051,0.829,35.725,1.873,
14,1.34,35.240,8,1.26,2.00,900051,0.824,35.209,1.230,
15,1.35,35.576,104,1.26,1.00,900051,0.832,35.561,0.621,
16,1.35,35.604,82,1.26,0.00,900051,0.839,35.594,0.000,
17,1.36,35.548,45,1.26,-1.00,900051,0.837,35.533,-0.620,
18,1.37,21.740,1,1.26,-2.00,900051,0.516,21.721,-0.759,
19,1.37,9.464,5,1.26,-3.00,900051,0.226,9.448,-0.495,
20,1.38,9.768,1,1.26,-4.00,900051,0.233,9.741,-0.681,
21,1.38,9.492,1,1.26,-5.00,900051,0.228,9.453,-0.827,
22,1.39,9.532,2,1.26,-6.00,900051,0.228,9.477,-0.996,
23,1.39,9.544,1,1.26,-7.00,900051,0.230,9.470,-1.163,
24,1.40,9.504,0,1.26,-8.00,900051,0.228,9.409,-1.323,
25,1.40,9.504,0,1.26,-9.00,900051,0.229,9.384,-1.487,
26,1.41,9.840,11,1.26,-10.00,900051,0.237,9.688,-1.709,
27,1.41,9.008,25,1.26,-11.00,900051,0.218,8.840,-1.719,
28,1.42,8.432,12,1.26,-12.00,900051,0.203,8.245,-1.753,
29,1.42,7.836,8,1.26,-13.00,900051,0.189,7.633,-1.763,
30,1.43,7.292,8,1.26,-14.00,900051,0.177,7.073,-1.764,
31,1.44,6.832,9,1.26,-15.00,900051,0.165,6.597,-1.768,
32,1.44,6.424,10,1.26,-16.00,900051,0.155,6.173,-1.771,
1,1.45,41.496,9,1.44,15.00,900251,1.014,40.069,10.740,
2,1.46,40.400,9,1.44,14.00,900251,0.992,39.187,9.774,
3,1.46,39.312,7,1.44,13.00,900251,0.976,38.292,8.843,
4,1.47,38.216,7,1.44,12.00,900251,0.952,37.369,7.946,
5,1.47,37.092,9,1.44,11.00,900251,0.934,36.399,7.077,
6,1.48,35.764,8,1.44,10.00,900251,0.904,35.209,6.210,
7,1.49,36.020,57,1.44,9.00,900251,0.919,35.565,5.635,
8,1.49,36.048,50,1.44,8.00,900251,0.928,35.685,5.017,
9,1.50,35.756,54,1.44,7.00,900251,0.923,35.477,4.358,
10,1.50,35.716,12,1.44,6.00,900251,0.930,35.508,3.733,
11,1.50,36.040,31,1.44,5.00,900251,0.934,35.891,3.141,
12,1.51,35.940,40,1.44,4.00,900251,0.945,35.840,2.507,
13,1.52,35.856,78,1.44,3.00,900251,0.944,35.794,1.877,
14,1.52,35.244,7,1.44,2.00,900251,0.934,35.210,1.230,
15,1.53,35.584,63,1.44,1.00,900251,0.944,35.566,0.621,
16,1.53,43.196,9,1.44,0.00,900251,1.153,43.181,0.000,
17,1.54,35.656,32,1.44,-1.00,900251,0.952,35.638,-0.622,
18,1.55,35.028,17,1.44,-2.00,900251,0.941,34.994,-1.222,
19,1.55,35.024,0,1.44,-3.00,900251,0.946,34.963,-1.833,
20,1.56,9.552,0,1.44,-4.00,900251,0.258,9.525,-0.666,
21,1.56,9.232,3,1.44,-5.00,900251,0.250,9.193,-0.805,
22,1.57,9.328,1,1.44,-6.00,900251,0.253,9.273,-0.975,
23,1.57,9.316,1,1.44,-7.00,900251,0.253,9.243,-1.135,
24,1.58,9.316,2,1.44,-8.00,900251,0.253,9.222,-1.297,
25,1.58,9.348,4,1.44,-9.00,900251,0.255,9.229,-1.462,
26,1.59,9.368,4,1.44,-10.00,900251,0.254,9.222,-1.627,
27,1.59,8.964,28,1.44,-11.00,900251,0.244,8.796,-1.710,
28,1.60,8.440,12,1.44,-12.00,900251,0.229,8.252,-1.755,
29,1.60,7.840,8,1.44,-13.00,900251,0.213,7.636,-1.764,
30,1.61,7.288,8,1.44,-14.00,900251,0.199,7.069,-1.763,
31,1.62,6.836,9,1.44,-15.00,900251,0.186,6.600,-1.769,
32,1.62,6.432,9,1.44,-16.00,900251,0.175,6.180,-1.773,
1,1.45,41.496,9,1.44,15.00,900251,1.014,40.069,10.740,
2,1.46,40.400,9,1.44,14.00,900251,0.992,39.187,9.774,
3,1.46,39.312,7,1.44,13.00,900251,0.976,38.292,8.843,
4,1.47,38.216,7,1.44,12.00,900251,0.952,37.369,7.946,
5,1.47,37.092,9,1.44,11.00,900251,0.934,36.399,7.077,
6,1.48,35.764,8,1.44,10.00,900251,0.904,35.209,6.210,
7,1.49,36.020,57,1.44,9.00,900251,0.919,35.565,5.635,
8,1.49,36.048,50,1.44,8.00,900251,0.928,35.685,5.017,
9,1.50,35.756,54,1.44,7.00,900251,0.923,35.477,4.358,
10,1.50,9.556,0,1.44,6.00,900251,0.249,9.500,0.999,
11,1.50,36.040,31,1.44,5.00,900251,0.934,35.891,3.141,
12,1.51,35.940,40,1.44,4.00,900251,0.945,35.840,2.507,
13,1.52,35.856,78,1.44,3.00,900251,0.944,35.794,1.877,
14,1.52,35.244,7,1.44,2.00,900251,0.934,35.210,1.230,
15,1.53,35.584,63,1.44,1.00,900251,0.944,35.566,0.621,
16,1.53,35.704,9,1.44,0.00,900251,0.953,35.691,0.000,
17,1.54,35.656,32,1.44,-1.00,900251,0.952,35.638,-0.622,
18,1.55,21.740,0,1.44,-2.00,900251,0.584,21.719,-0.759,
19,1.55,9.428,3,1.44,-3.00,900251,0.255,9.412,-0.493,
20,1.56,9.552,0,1.44,-4.00,900251,0.258,9.525,-0.666,
21,1.56,9.232,3,1.44,-5.00,900251,0.250,9.193,-0.805,
22,1.57,9.328,1,1.44,-6.00,900251,0.253,9.273,-0.975,
23,1.57,9.316,1,1.44,-7.00,900251,0.253,9.243,-1.135,
24,1.58,9.316,2,1.44,-8.00,900251,0.253,9.222,-1.297,
25,1.58,9.348,4,1.44,-9.00,900251,0.255,9.229,-1.462,
26,1.59,9.368,4,1.44,-10.00,900251,0.254,9.222,-1.627,
27,1.59,8.964,28,1.44,-11.00,900251,0.244,8.796,-1.710,
28,1.60,8.440,12,1.44,-12.00,900251,0.229,8.252,-1.755,
29,1.60,7.840,8,1.44,-13.00,900251,0.213,7.636,-1.764,
30,1.61,7.288,8,1.44,-14.00,900251,0.199,7.069,-1.763,
31,1.62,6.836,9,1.44,-15.00,900251,0.186,6.600,-1.769,
32,1.62,6.432,9,1.44,-16.00,900251,0.175,6.180,-1.773,
1,1.63,41.528,6,1.62,15.00,900251,1.141,40.097,10.748,
2,1.64,40.400,8,1.62,14.00,900251,1.115,39.184,9.774,
3,1.64,39.308,6,1.62,13.00,900251,1.096,38.285,8.842,
4,1.65,38.212,7,1.62,12.00,900251,1.070,37.362,7.945,
5,1.65,37.108,8,1.62,11.00,900251,1.049,36.411,7.081,
6,1.66,35.732,10,1.62,10.00,900251,1.013,35.175,6.205,
7,1.67,40.272,8,1.62,9.00,900251,1.152,39.759,6.300,
8,1.67,41.652,16,1.62,8.00,900251,1.202,41.229,5.797,
9,1.68,35.768,25,1.62,7.00,900251,1.035,35.486,4.359,
10,1.68,9.544,4,1.62,6.00,900251,0.278,9.488,0.998,
11,1.68,36.072,32,1.62,5.00,900251,1.047,35.919,3.144,
12,1.69,35.936,42,1.62,4.00,900251,1.057,35.833,2.507,
13,1.70,35.868,76,1.62,3.00,900251,1.056,35.803,1.877,
14,1.70,35.280,7,1.62,2.00,900251,1.046,35.243,1.231,
15,1.71,35.584,62,1.62,1.00,900251,1.055,35.563,0.621,
16,1.71,35.608,23,1.62,0.00,900251,1.063,35.592,0.000,
17,1.72,35.676,29,1.62,-1.00,900251,1.064,35.655,-0.623,
18,1.73,35.036,18,1.62,-2.00,900251,1.051,34.999,-1.223,
19,1.73,35.148,2,1.62,-3.00,900251,1.060,35.084,-1.840,
20,1.74,9.256,2,1.62,-4.00,900251,0.279,9.229,-0.646,
21,1.74,9.136,30,1.62,-5.00,900251,0.276,9.097,-0.796,
22,1.75,9.280,2,1.62,-6.00,900251,0.280,9.225,-0.970,
23,1.75,9.292,1,1.62,-7.00,900251,0.282,9.218,-1.132,
24,1.76,9.300,1,1.62,-8.00,900251,0.281,9.205,-1.294,
25,1.76,9.312,1,1.62,-9.00,900251,0.282,9.193,-1.457,
26,1.77,9.332,3,1.62,-10.00,900251,0.282,9.186,-1.620,
27,1.77,9.052,12,1.62,-11.00,900251,0.274,8.881,-1.727,
28,1.78,8.420,10,1.62,-12.00,900251,0.254,8.232,-1.751,
29,1.78,7.836,8,1.62,-13.00,900251,0.237,7.631,-1.763,
30,1.79,7.288,8,1.62,-14.00,900251,0.221,7.068,-1.763,
31,1.80,6.848,9,1.62,-15.00,900251,0.207,6.611,-1.772,
32,1.80,6.440,8,1.62,-16.00,900251,0.194,6.187,-1.775,
1,1.63,41.528,6,1.62,15.00,900251,1.141,40.097,10.748,
2,1.64,40.400,8,1.62,14.00,900251,1.115,39.184,9.774,
3,1.64,39.308,6,1.62,13.00,900251,1.096,38.285,8.842,
4,1.65,38.212,7,1.62,12.00,900251,1.070,37.362,7.945,
5,1.65,37.108,8,1.62,11.00,900251,1.049,36.411,7.081,
6,1.66,35.732,10,1.62,10.00,900251,1.013,35.175,6.205,
7,1.67,36.100,2,1.62,9.00,900251,1.033,35.641,5.647,
8,1.67,36.096,5,1.62,8.00,900251,1.042,35.730,5.024,
9,1.68,9.516,0,1.62,7.00,900251,0.275,9.441,1.160,
10,1.68,9.544,4,1.62,6.00,900251,0.278,9.488,0.998,
11,1.68,36.072,32,1.62,5.00,900251,1.047,35.919,3.144,
12,1.69,35.936,42,1.62,4.00,900251,1.057,35.833,2.507,
13,1.70,35.868,76,1.62,3.00,900251,1.056,35.803,1.877,
14,1.70,35.280,7,1.62,2.00,900251,1.046,35.243,1.231,
15,1.71,35.584,62,1.62,1.00,900251,1.055,35.563,0.621,
16,1.71,35.608,23,1.62,0.00,900251,1.063,35.592,0.000,
17,1.72,35.676,29,1.62,-1.00,900251,1.064,35.655,-0.623,
18,1.73,21.780,0,1.62,-2.00,900251,0.653,21.757,-0.760,
19,1.73,9.368,2,1.62,-3.00,900251,0.282,9.351,-0.490,
20,1.74,9.256,2,1.62,-4.00,900251,0.279,9.229,-0.646,
21,1.74,9.136,30,1.62,-5.00,900251,0.276,9.097,-0.796,
22,1.75,9.280,2,1.62,-6.00,900251,0.280,9.225,-0.970,
23,1.75,9.292,1,1.62,-7.00,900251,0.282,9.218,-1.132,
24,1.76,9.300,1,1.62,-8.00,900251,0.281,9.205,-1.294,
25,1.76,9.312,1,1.62,-9.00,900251,0.282,9.193,-1.457,
26,1.77,9.332,3,1.62,-10.00,900251,0.282,9.186,-1.620,
27,1.77,9.052,12,1.62,-11.00,900251,0.274,8.881,-1.727,
28,1.78,8.420,10,1.62,-12.00,900251,0.254,8.232,-1.751,
29,1.78,7.836,8,1.62,-13.00,900251,0.237,7.631,-1.763,
30,1.79,7.288,8,1.62,-14.00,900251,0.221,7.068,-1.763,
31,1.80,6.848,9,1.62,-15.00,900251,0.207,6.611,-1.772,
32,1.80,6.440,8,1.62,-16.00,900251,0.194,6.187,-1.775,
1,1.81,41.516,9,1.80,15.00,900251,1.267,40.081,10.745,
2,1.82,40.408,7,1.80,14.00,900251,1.238,39.188,9.776,
3,1.82,39.312,7,1.80,13.00,900251,1.217,38.285,8.843,
4,1.83,38.232,6,1.80,12.00,900251,1.188,37.378,7.949,
5,1.83,37.120,9,1.80,11.00,900251,1.164,36.419,7.083,
6,1.84,35.744,7,1.80,10.00,900251,1.124,35.183,6.207,
7,1.85,40.276,8,1.80,9.00,900251,1.277,39.760,6.301,
8,1.85,45.636,3,1.80,8.00,900251,1.459,45.168,6.351,
9,1.86,35.760,2,1.80,7.00,900251,1.146,35.475,4.358,
10,1.86,35.708,1,1.80,6.00,900251,1.153,35.494,3.733,
11,1.86,35.876,55,1.80,5.00,900251,1.154,35.721,3.127,
12,1.87,35.924,50,1.80,4.00,900251,1.169,35.817,2.506,
13,1.88,35.880,65,1.80,3.00,900251,1.169,35.812,1.878,
14,1.88,35.300,7,1.80,2.00,900251,1.157,35.260,1.232,
15,1.89,35.596,64,1.80,1.00,900251,1.168,35.571,0.621,
16,1.89,36.036,10,1.80,0.00,900251,1.188,36.016,0.000,
17,1.90,41.788,2,1.80,-1.00,900251,1.378,41.759,-0.729,
18,1.91,35.044,18,1.80,-2.00,900251,1.161,35.003,-1.223,
19,1.91,35.204,10,1.80,-3.00,900251,1.172,35.136,-1.842,
20,1.92,9.256,1,1.80,-4.00,900251,0.308,9.228,-0.646,
21,1.92,9.036,18,1.80,-5.00,900251,0.302,8.997,-0.788,
22,1.93,9.168,2,1.80,-6.00,900251,0.305,9.113,-0.958,
23,1.93,9.188,0,1.80,-7.00,900251,0.307,9.114,-1.120,
24,1.94,9.208,1,1.80,-8.00,900251,0.307,9.113,-1.282,
25,1.94,9.132,1,1.80,-9.00,900251,0.305,9.014,-1.429,
26,1.95,9.192,1,1.80,-10.00,900251,0.306,9.047,-1.596,
27,1.95,9.072,11,1.80,-11.00,900251,0.303,8.900,-1.731,
28,1.96,8.404,22,1.80,-12.00,900251,0.280,8.216,-1.747,
29,1.96,7.836,8,1.80,-13.00,900251,0.261,7.631,-1.763,
30,1.97,7.288,8,1.80,-14.00,900251,0.243,7.067,-1.763,
31,1.98,6.848,9,1.80,-15.00,900251,0.227,6.611,-1.772,
32,1.98,6.440,9,1.80,-16.00,900251,0.214,6.187,-1.775,
1,1.81,41.516,9,1.80,15.00,900251,1.267,40.081,10.745,
2,1.82,40.408,7,1.80,14.00,900251,1.238,39.188,9.776,
3,1.82,39.312,7,1.80,13.00,900251,1.217,38.285,8.843,
4,1.83,38.232,6,1.80,12.00,900251,1.188,37.378,7.949,
5,1.83,37.120,9,1.80,11.00,900251,1.164,36.419,7.083,
6,1.84,35.744,7,1.80,10.00,900251,1.124,35.183,6.207,
7,1.85,40.276,8,1.80,9.00,900251,1.277,39.760,6.301,
8,1.85,36.088,34,1.80,8.00,900251,1.154,35.718,5.022,
9,1.86,9.464,1,1.80,7.00,900251,0.303,9.389,1.153,
10,1.86,9.492,2,1.80,6.00,900251,0.306,9.435,0.992,
11,1.86,35.876,55,1.80,5.00,900251,1.154,35.721,3.127,
12,1.87,35.924,50,1.80,4.00,900251,1.169,35.817,2.506,
13,1.88,35.880,65,1.80,3.00,900251,1.169,35.812,1.878,
14,1.88,35.300,7,1.80,2.00,900251,1.157,35.260,1.232,
15,1.89,35.596,64,1.80,1.00,900251,1.168,35.571,0.621,
16,1.89,36.036,10,1.80,0.00,900251,1.188,36.016,0.000,
17,1.90,35.688,19,1.80,-1.00,900251,1.177,35.663,-0.623,
18,1.91,35.044,18,1.80,-2.00,900251,1.161,35.003,-1.223,
19,1.91,9.308,0,1.80,-3.00,900251,0.310,9.290,-0.487,
20,1.92,9.256,1,1.80,-4.00,900251,0.308,9.228,-0.646,
21,1.92,9.036,18,1.80,-5.00,900251,0.302,8.997,-0.788,
22,1.93,9.168,2,1.80,-6.00,900251,0.305,9.113,-0.958,
23,1.93,9.188,0,1.80,-7.00,900251,0.307,9.114,-1.120,
24,1.94,9.208,1,1.80,-8.00,900251,0.307,9.113,-1.282,
25,1.94,9.132,1,1.80,-9.00,900251,0.305,9.014,-1.429,
26,1.95,9.192,1,1.80,-10.00,900251,0.306,9.047,-1.596,
27,1.95,9.072,11,1.80,-11.00,900251,0.303,8.900,-1.731,
28,1.96,8.404,22,1.80,-12.00,900251,0.280,8.216,-1.747,
29,1.96,7.836,8,1.80,-13.00,900251,0.261,7.631,-1.763,
30,1.97,7.288,8,1.80,-14.00,900251,0.243,7.067,-1.763,
31,1.98,6.848,9,1.80,-15.00,900251,0.227,6.611,-1.772,
32,1.98,6.440,9,1.80,-16.00,900251,0.214,6.187,-1.775,
1,1.99,41.560,5,1.98,15.00,900251,1.394,40.120,10.757,
2,2.00,40.412,7,1.98,14.00,900251,1.362,39.188,9.777,
3,2.00,39.312,7,1.98,13.00,900251,1.337,38.281,8.843,
4,2.01,38.220,7,1.98,12.00,900251,1.305,37.362,7.946,
5,2.01,37.132,10,1.98,11.00,900251,1.278,36.427,7.085,
6,2.02,35.748,8,1.98,10.00,900251,1.235,35.183,6.208,
7,2.03,40.292,5,1.98,9.00,900251,1.403,39.771,6.303,
8,2.03,45.576,6,1.98,8.00,900251,1.599,45.104,6.343,
9,2.04,9.460,2,1.98,7.00,900251,0.333,9.384,1.153,
10,2.04,9.500,7,1.98,6.00,900251,0.336,9.442,0.993,
11,2.04,36.116,32,1.98,5.00,900251,1.274,35.956,3.148,
12,2.05,35.952,45,1.98,4.00,900251,1.283,35.841,2.508,
13,2.06,35.880,60,1.98,3.00,900251,1.282,35.808,1.878,
14,2.06,35.296,9,1.98,2.00,900251,1.268,35.252,1.232,
15,2.07,35.600,58,1.98,1.00,900251,1.279,35.572,0.621,
17,2.08,35.148,35,1.98,-1.00,900251,1.269,35.120,-0.613,
18,2.09,35.052,17,1.98,-2.00,900251,1.271,35.008,-1.223,
19,2.09,35.272,6,1.98,-3.00,900251,1.285,35.200,-1.846,
20,2.10,29.476,0,1.98,-4.00,900251,1.072,29.385,-2.056,
21,2.10,9.008,17,1.98,-5.00,900251,0.329,8.968,-0.785,
22,2.11,9.044,2,1.98,-6.00,900251,0.330,8.988,-0.945,
23,2.11,9.060,1,1.98,-7.00,900251,0.331,8.986,-1.104,
24,2.12,9.068,0,1.98,-8.00,900251,0.331,8.974,-1.262,
25,2.12,9.108,3,1.98,-9.00,900251,0.333,8.990,-1.425,
26,2.13,9.092,1,1.98,-10.00,900251,0.331,8.948,-1.579,
27,2.13,9.076,12,1.98,-11.00,900251,0.331,8.903,-1.732,
28,2.14,8.380,27,1.98,-12.00,900251,0.305,8.191,-1.742,
29,2.14,7.832,8,1.98,-13.00,900251,0.285,7.626,-1.762,
30,2.15,7.296,8,1.98,-14.00,900251,0.266,7.074,-1.765,
31,2.16,6.848,10,1.98,-15.00,900251,0.248,6.610,-1.772,
32,2.16,6.440,9,1.98,-16.00,900251,0.233,6.186,-1.775,
1,1.99,41.560,5,1.98,15.00,900251,1.394,40.120,10.757,
2,2.00,40.412,7,1.98,14.00,900251,1.362,39.188,9.777,
3,2.00,39.312,7,1.98,13.00,900251,1.337,38.281,8.843,
4,2.01,38.220,7,1.98,12.00,900251,1.305,37.362,7.946,
5,2.01,37.132,10,1.98,11.00,900251,1.278,36.427,7.085,
6,2.02,35.748,8,1.98,10.00,900251,1.235,35.183,6.208,
7,2.03,36.124,6,1.98,9.00,900251,1.258,35.657,5.651,
8,2.03,36.092,10,1.98,8.00,900251,1.266,35.718,5.023,
9,2.04,9.460,2,1.98,7.00,900251,0.333,9.384,1.153,
10,2.04,9.500,7,1.98,6.00,900251,0.336,9.442,0.993,
11,2.04,36.116,32,1.98,5.00,900251,1.274,35.956,3.148,
12,2.05,35.952,45,1.98,4.00,900251,1.283,35.841,2.508,
13,2.06,35.880,60,1.98,3.00,900251,1.282,35.808,1.878,
14,2.06,35.296,9,1.98,2.00,900251,1.268,35.252,1.232,
15,2.07,35.600,58,1.98,1.00,900251,1.279,35.572,0.621,
16,2.07,35.628,2,1.98,0.00,900251,1.287,35.605,0.000,
17,2.08,35.148,35,1.98,-1.00,900251,1.269,35.120,-0.613,
18,2.09,35.052,17,1.98,-2.00,900251,1.271,35.008,-1.223,
19,2.09,21.772,5,1.98,-3.00,900251,0.793,21.728,-1.139,
